"","year","sst","sst.anom","stock.id"
"1",1950,11.2220165252686,-1.44736234537759,1
"2",1951,12.026858329773,-0.642520540873189,1
"3",1952,12.0730213165283,-0.59635755411782,1
"4",1953,12.4077035903931,-0.26167528025309,1
"5",1954,11.9178009033203,-0.751577967325858,1
"6",1955,11.7426074981689,-0.926771372477219,1
"7",1956,12.9654973983765,0.296118527730302,1
"8",1957,13.5447269439697,0.875348073323582,1
"9",1958,14.1760871887207,1.50670831807454,1
"10",1959,12.5975318908691,-0.0718469797770302,1
"11",1960,12.5080989837646,-0.16127988688152,1
"12",1961,13.0251079559326,0.355729085286482,1
"13",1962,12.6899221420288,0.0205432713826224,1
"14",1963,13.5611095428467,0.891730672200521,1
"15",1964,11.9264822006225,-0.742896670023611,1
"16",1965,11.7697816848755,-0.899597185770686,1
"17",1966,12.3922782897949,-0.27710058085123,1
"18",1967,13.0514177322388,0.382038861592642,1
"19",1968,12.5901586532593,-0.0792202173868899,1
"20",1969,12.0739721298218,-0.595406740824373,1
"21",1970,11.6732780456543,-0.996100824991853,1
"22",1971,11.7475439071655,-0.921834963480642,1
"23",1972,12.1333360671997,-0.536042803446458,1
"24",1973,11.9408348083496,-0.728544062296546,1
"25",1974,12.1474611282349,-0.521917742411308,1
"26",1975,11.4963855743408,-1.17299329630533,1
"27",1976,11.7163604736328,-0.95301839701335,1
"28",1977,12.3249273300171,-0.344451540629078,1
"29",1978,12.7580890655518,0.088710194905602,1
"30",1979,12.8321208953857,0.162742024739582,1
"31",1980,12.2028182983399,-0.466560572306298,1
"32",1981,12.4413467407226,-0.228032129923518,1
"33",1982,11.9693017959595,-0.700077074686703,1
"34",1983,13.2535400390625,0.584161168416322,1
"35",1984,12.0289064407349,-0.640472429911297,1
"36",1985,12.0104391098022,-0.658939760843928,1
"37",1986,12.3761295318604,-0.2932493387858,1
"38",1987,12.1096298217773,-0.559749048868818,1
"39",1988,12.0246952056885,-0.644683664957678,1
"40",1989,13.2524124145508,0.583033543904603,1
"41",1990,13.4700365066528,0.800657636006682,1
"42",1991,12.4114189147949,-0.257959955851239,1
"43",1992,12.8929187774658,0.223539906819662,1
"44",1993,13.3603200912475,0.690941220601383,1
"45",1994,13.5351203918457,0.865741521199522,1
"46",1995,13.5540851593018,0.884706288655603,1
"47",1996,12.4458906173706,-0.223488253275532,1
"48",1997,13.8192825317383,1.14990366109214,1
"49",1998,13.1407442092896,0.471365338643401,1
"50",1999,11.7740646362305,-0.895314234415663,1
"51",2000,12.6205633163452,-0.048815554300958,1
"52",2001,11.9272457122803,-0.74213315836589,1
"53",2002,12.372741317749,-0.296637552897134,1
"54",2003,13.3105361938476,0.641157323201483,1
"55",2004,13.8266172409058,1.1572383702596,1
"56",2005,13.6834802627564,1.0141013921102,1
"57",2006,12.6833047866821,0.0139259160359621,1
"58",2007,12.5675157546997,-0.101863115946454,1
"59",2008,11.4744422912598,-1.19493657938639,1
"60",2009,12.1900382995605,-0.479340571085621,1
"61",2010,12.2345876693726,-0.434791201273598,1
"62",2011,12.7382385253906,0.0688596547444676,1
"63",2012,12.258692741394,-0.410686129252124,1
"64",2013,13.4632925033569,0.793913632710764,1
"65",2014,13.4585191726685,0.789140302022322,1
"66",2015,13.9170991897583,1.24772031911216,1
"67",2016,13.5982061386109,0.928827267964701,1
"68",2017,13.2046756744385,0.535296803792322,1
"69",2018,13.6214597702026,0.952080899556483,1
"70",2019,13.8833171844482,1.21393831380208,1
"71",2020,13.2662391662598,0.596860295613622,1
"72",2021,12.9881795883179,0.318800717671706,1
"73",2022,13.1015781402588,0.432199269612634,1
"74",2023,13.5532794952392,0.883900624593082,1
"75",2024,13.1539457321167,0.484566861470542,1
